qid;Metric - Aggregation Depth;Metric - Click Depth;Metric - Click Per Query.;Metric - Consideration time;Metric - Elapsed time;Metric - Execution time;Metric - Filter Depth;Metric - Increase in View Area;Metric - Is Refine;Metric - Is Relax;Metric - Iterative Common Aggregations;Metric - Iterative Common Filters;Metric - Iterative Common Measures;Metric - Iterative Distance;Metric - Iterative Identity;Metric - Iterative Precision;Metric - Iterative Recall;Metric - Number of aggregations;Metric - Number of Filters;Metric - Number of measures;Metric - Query frequency;Metric - Relative Query Position (RQP)...;Metric - Relevant New Information;Metric Number of queries...;Nb of cells;label
dibstudent04--2016-09-25--21-46.log-43;0.0571428571428571;8;1;53.766;1058.093;0.031;0.0428571428571429;0;0;0.0;2;1;2;1;0;0.666666666666667;1;2;1;3;0.0415842463753186;0.458333333333333;0.416834246082923;44;6;1
dibstudent04--2016-09-25--21-46.log-44;0.0571428571428571;7;1;54.078;1111.89;0.031;0.0428571428571429;0;0;0.0;2;1;3;0;1;1;1;2;1;3;0.0404716293877991;0.46875;0.416834246082923;45;6;1
dibstudent04--2016-09-25--21-46.log-48;0.0714285714285714;3;0;9.937;1237.156;0.188;0.0428571428571429;0.00127244450728121;0;0.0;3;1;1;1;0;0.492957746478873;1;3;1;2;0.0396069695333491;0.510416666666667;0.55879575894205;49;71;1
dibstudent04--2016-09-25--21-46.log-49;0.0714285714285714;2;0;2.062;1247.156;0.063;0.0428571428571429;0;0;0.0;3;1;2;0;1;1;1;3;1;2;0.040091215533582;0.520833333333333;0.55879575894205;50;71;1
dibstudent04--2016-09-25--21-46.log-5;0.0571428571428571;4;2;6.61;75.515;0.187;0;0;0;0.0;2;0;1;0;1;1;1;2;0;1;0.0794544130305237;0.0625;0.269442652936132;6;206;1
dibstudent04--2016-09-25--21-46.log-50;0.0714285714285714;1;0;2;1249.25;0.032;0.0428571428571429;0;0;0.0;3;1;2;0;1;1;1;3;1;2;0.0408244946968181;0.53125;0.55879575894205;51;71;1
dibstudent04--2016-09-25--21-46.log-51;0.0714285714285714;0;0;174.328;1251.297;0.047;0.0428571428571429;0;0;0.0;3;1;2;0;1;1;1;3;1;2;0.0415568805807095;0.541666666666667;0.55879575894205;52;71;1
dibstudent04--2016-09-25--21-46.log-52;0.1;3;3;1.953;1426.156;0.531;0.0428571428571429;0.00422356750668732;1;0.0;3;1;2;2;0;0;0;4;1;2;0.0371628349212849;0.552083333333333;0.429505836575045;53;120;1
dibstudent04--2016-09-25--21-46.log-53;0.1;2;1;1.047;1428.437;0.328;0.0428571428571429;0;0;0.0;4;1;1;1;0;1;0.516666666666667;4;1;1;0.0378035573147433;0.5625;0.617548106894243;54;62;1
dibstudent04--2016-09-25--21-46.log-56;0.0571428571428571;0;3;5.453;1436.625;0.141;0.0285714285714286;0.00119524713492231;0;0.0;1;0;0;11;0;0;0;2;2;2;0.0396763247193944;0.59375;0.13951301513764;57;68;0
dibstudent04--2016-09-25--21-46.log-57;0.0857142857142857;0;0;25.563;1442.14;0.062;0.0428571428571429;0.000351419735732359;0;0.0;1;0;0;10;0;0;0;3;1;1;0.0402180093472201;0.604166666666667;0.373058023494624;58;10;0
dibstudent04--2016-09-25--21-46.log-58;0.0571428571428571;1;0;41.922;1467.734;0.031;0.0285714285714286;0;0;0.0;1;0;0;9;0;0;0;2;2;1;0.0401980195321496;0.614583333333333;0.0317607775986311;59;34;0
dibstudent04--2016-09-25--21-46.log-6;0.0571428571428571;3;2;8.516;82.14;0.015;0;0;0;0.0;2;0;1;0;1;1;1;2;0;1;0.0852203554906258;0.0729166666666667;0.269442652936132;7;206;1
dibstudent04--2016-09-25--21-46.log-61;0.0285714285714286;0;0;14.594;2455.505;0.015;0;0;0;0.0;2;0;1;0;1;1;1;2;0;1;0.0252493886186345;0.645833333333333;0.1271222033372;62;6;1
dibstudent04--2016-09-25--21-46.log-62;0.0571428571428571;0;0;146.75;2470.224;0.125;0;0.00292146416910122;1;0.0;1;0;1;2;0;0;0;2;0;1;0.0255037599829003;0.65625;0.145581444164387;63;102;1
dibstudent04--2016-09-25--21-46.log-64;0.0571428571428571;0;0;15.328;2660.896;18.406;0.0285714285714286;0;0;1.0;2;2;1;3;0;0;0;2;2;1;0.0244278618931367;0.677083333333333;0.0473431367084156;65;582;0
dibstudent04--2016-09-25--21-46.log-65;0.0428571428571429;1;0;3.187;2696.068;19.844;0;0.0103378130523227;0;1.0;1;0;1;3;0;0;0;1;0;1;0.0244800947157119;0.6875;0.0119701053390345;66;310;0
dibstudent04--2016-09-25--21-46.log-67;0.0142857142857143;0;1;75.937;2705.693;0.047;0;0;0;0.0;0;0;1;4;0;0;0;1;0;1;0.0251321934898009;0.708333333333333;0.0595801115946006;68;6;0
dibstudent04--2016-09-25--21-46.log-7;0.0571428571428571;2;1;4.406;90.734;0.078;0.0142857142857143;0;1;0.0;2;0;1;1;0;1;0.184466019417476;2;1;1;0.0881698150638129;0.0833333333333333;0.398672964056265;8;38;1
dibstudent04--2016-09-25--21-46.log-70;0.0714285714285714;6;2;9.797;2887.849;0.25;0.0142857142857143;0;1;0.0;2;0;1;1;0;1;0.158603796693203;2;1;1;0.0245857730095999;0.739583333333333;0.0554067866341398;71;259;1
dibstudent04--2016-09-25--21-46.log-71;0.0714285714285714;5;2;53.484;2897.896;0.25;0.0142857142857143;0;0;0.0;2;1;1;0;1;1;1;2;1;1;0.0248456121268672;0.75;0.0554067866341398;72;259;1
dibstudent04--2016-09-25--21-46.log-72;0.0714285714285714;4;2;12.594;2951.396;0.016;0.0714285714285714;0;1;0.0;2;1;1;1;0;1;0.00386100386100386;2;2;1;0.0247340580525284;0.760416666666667;0;73;1;1
dibstudent04--2016-09-25--21-46.log-73;0.0714285714285714;3;1;77.015;2964.037;0.047;0.0714285714285714;3.21822804363917e-05;0;0.0;2;2;1;1;0;0.5;1;2;2;2;0.0249659501551431;0.770833333333333;0.84890586650817;74;2;1
dibstudent04--2016-09-25--21-46.log-74;0.0714285714285714;2;1;7.031;3041.115;0.063;0.0714285714285714;0;0;0.0;2;2;2;0;1;1;1;2;2;2;0.0246620071914413;0.78125;0.84890586650817;75;2;1
dibstudent04--2016-09-25--21-46.log-75;0.0714285714285714;1;2;146.797;3068.599;20.453;0.0142857142857143;0.00823465577223836;0;1.0;2;1;2;1;0;0.00386100386100386;1;2;1;2;0.0247670027918278;0.791666666666667;0.132172012802401;76;518;1
dibstudent04--2016-09-25--21-46.log-76;0.0714285714285714;0;0;11.593;3215.412;0.016;0.0714285714285714;0;1;0.0;2;1;2;1;0;1;0.00386100386100386;2;2;2;0.0239471644691256;0.802083333333333;1;77;2;1
dibstudent04--2016-09-25--21-46.log-77;0.128571428571429;0;0;5;3227.13;0.125;0.0714285714285714;6.38304662815562e-05;1;0.0;2;2;2;4;0;0;0;3;2;2;0.024170083014939;0.8125;1;78;2;1
dibstudent04--2016-09-25--21-46.log-78;0.0714285714285714;0;0;239.656;3232.146;0.016;0.0714285714285714;0;0;1.0;2;2;2;4;0;0;0;2;2;2;0.0244419651835035;0.822916666666667;1;79;2;1
dibstudent04--2016-09-25--21-46.log-79;0.0142857142857143;0;1;149.656;3471.818;0.016;0;0;0;0.0;1;0;1;7;0;0;0;1;0;1;0.0230426825369302;0.833333333333333;0.0595801115946006;80;6;0
dibstudent04--2016-09-25--21-46.log-8;0.0571428571428571;1;1;36.484;95.156;0.016;0.0142857142857143;0;0;0.0;2;1;1;0;1;1;1;2;1;1;0.0945815292782378;0.09375;0.398672964056265;9;38;1
dibstudent04--2016-09-25--21-46.log-80;0.0571428571428571;1;0;2.422;3621.662;0.188;0;0.00637407242975836;1;0.0;1;0;1;3;0;0;0;2;0;1;0.0223654222840232;0.84375;0.13888767307758;81;201;0
dibstudent04--2016-09-25--21-46.log-81;0.0571428571428571;0;0;29.407;3624.302;0.218;0;0;0;0.0;2;0;1;0;1;1;1;2;0;1;0.0226250461468167;0.854166666666667;0.13888767307758;82;201;1
dibstudent04--2016-09-25--21-46.log-83;0.0142857142857143;0;0;9.109;3661.146;0.016;0.0142857142857143;0;1;0.0;1;0;1;1;0;1;0.166666666666667;1;1;1;0.0229436356812867;0.875;0;84;1;1
dibstudent04--2016-09-25--21-46.log-85;0.0428571428571429;3;1;0.75;3839.068;0.016;0.0142857142857143;0;0;0.0;2;1;1;0;1;1;1;2;1;1;0.0224012703083144;0.895833333333333;0.0554067866341398;86;259;1
dibstudent04--2016-09-25--21-46.log-86;0.0428571428571429;2;1;10.125;3839.834;0.016;0.0142857142857143;0;0;0.0;2;1;1;0;1;1;1;2;1;1;0.0226572294531482;0.90625;0.0554067866341398;87;259;1
dibstudent04--2016-09-25--21-46.log-87;0.0428571428571429;1;1;19.297;3850.021;0.062;0.0428571428571429;0;1;0.0;2;1;1;1;0;1;0.00386100386100386;2;2;1;0.0228570181824982;0.916666666666667;0;88;1;1
dibstudent04--2016-09-25--21-46.log-88;0.0428571428571429;0;0;114.969;3869.349;0.031;0.0428571428571429;3.14524753098069e-05;0;0.0;2;2;1;1;0;0.5;1;2;2;2;0.0230012852291174;0.927083333333333;1;89;2;1
dibstudent04--2016-09-25--21-46.log-9;0.0571428571428571;0;0;15.657;131.718;0.078;0.0571428571428571;0;1;0.0;2;1;1;1;0;1;0.0263157894736842;2;2;1;0.075919767989189;0.104166666666667;0;10;1;1
dibstudent04--2016-09-25--21-46.log-90;0.1;4;4;7.328;4091.818;0.031;0.0428571428571429;0;0;0.0;3;2;2;0;1;1;1;3;2;2;0.0222395033210177;0.947916666666667;1;91;2;1
dibstudent04--2016-09-25--21-46.log-91;0.1;3;1;3.14;4099.209;0.063;0.0714285714285714;0;1;0.0;3;2;2;1;0;1;1;3;3;2;0.0224433543154301;0.958333333333333;1;92;2;1
dibstudent04--2016-09-25--21-46.log-92;0.1;2;1;3.422;4102.365;0.016;0.0714285714285714;0;0;0.0;3;3;2;0;1;1;1;3;3;2;0.0226698501961673;0.96875;1;93;2;1
dibstudent04--2016-09-25--21-46.log-93;0.1;1;1;8.641;4105.818;0.031;0.0714285714285714;0;0;0.0;3;3;2;0;1;1;1;3;3;2;0.0228943416391082;0.979166666666667;1;94;2;1
dibstudent04--2016-09-25--21-46.log-94;0.1;0;0;9.687;4114.537;0.078;0.1;0;1;0.0;3;3;2;1;0;1;1;3;4;2;0.0230888675931217;0.989583333333333;1;95;2;1
dibstudent05--2016-09-26--08-16.log-0;0.0759493670886076;1;2;6.969;0.328;0.328;0.0253164556962025;0.00062867920214894;0;0.0;0;0;0;0;0;0.5;1;3;1;1;1;0.0555555555555556;0.0976029733159819;1;22;1
dibstudent05--2016-09-26--08-16.log-1;0.0759493670886076;0;0;19.546;7.313;0.016;0.0632911392405063;0;1;0.0;3;1;1;1;0;1;0.0909090909090909;3;2;1;0.273485573635991;0.111111111111111;0.0779897545675743;2;2;1
dibstudent05--2016-09-26--08-16.log-10;0.113924050632911;7;2;3.641;102.625;0.141;0.0759493670886076;0;0;0.0;5;3;1;0;1;1;1;5;3;1;0.107186358099878;0.611111111111111;0.133237954916454;11;2;1
dibstudent05--2016-09-26--08-16.log-11;0.113924050632911;6;2;4.016;106.375;0.109;0.0759493670886076;0;0;0.0;5;3;1;0;1;1;1;5;3;1;0.112808460634548;0.666666666666667;0.133237954916454;12;2;1
dibstudent05--2016-09-26--08-16.log-12;0.113924050632911;5;2;4.063;110.406;0.015;0.0759493670886076;0;0;0.0;5;3;1;0;1;1;1;5;3;1;0.11774722388276;0.722222222222222;0.133237954916454;13;2;1
dibstudent05--2016-09-26--08-16.log-13;0.113924050632911;4;2;5.218;114.641;0.172;0.0759493670886076;0;0;0.0;5;3;1;0;1;1;1;5;3;1;0.122120358336023;0.777777777777778;0.133237954916454;14;2;1
dibstudent05--2016-09-26--08-16.log-14;0.113924050632911;3;2;7.547;119.875;0.016;0.0759493670886076;0;0;0.0;5;3;1;0;1;1;1;5;3;1;0.125130344108446;0.833333333333333;0.133237954916454;15;2;1
dibstudent05--2016-09-26--08-16.log-15;0.113924050632911;2;2;2.906;127.672;0.25;0.0759493670886076;5.71428571428571e-05;0;0.0;5;3;1;0;1;0;0;5;3;1;0.125321135409487;0.888888888888889;0.133237954916454;16;2;1
dibstudent05--2016-09-26--08-16.log-16;0.126582278481013;1;0;9.843;130.766;0.188;0.0759493670886076;8.57069394051938e-05;1;0.0;5;3;1;1;0;0;0;6;3;1;0.130003211844057;0.944444444444444;0.128140431553546;17;3;1
dibstudent05--2016-09-26--08-16.log-17;0.126582278481013;0;0;0;140.781;0.172;0.0759493670886076;0;0;0.0;6;3;1;0;1;1;1;6;3;1;0.127858162678202;1;0.128140431553546;18;3;1
dibstudent05--2016-09-26--08-16.log-2;0.10126582278481;3;1;4.047;27.125;0.266;0.0632911392405063;5.7149388501543e-05;1;0.0;3;2;1;2;0;0;0;4;2;1;0.110599078341014;0.166666666666667;0.0779897545675743;3;2;1
dibstudent05--2016-09-26--08-16.log-3;0.10126582278481;2;1;5.719;31.281;0.109;0.0632911392405063;0;0;0.0;4;2;1;0;1;1;1;4;2;1;0.127873149835363;0.222222222222222;0.0779897545675743;4;2;1
dibstudent05--2016-09-26--08-16.log-4;0.10126582278481;1;1;2.968;37.016;0.016;0.0632911392405063;0;0;0.0;4;2;1;0;1;1;1;4;2;1;0.135076723578993;0.277777777777778;0.0779897545675743;5;2;1
dibstudent05--2016-09-26--08-16.log-5;0.10126582278481;0;1;2.203;40;0.016;0.0632911392405063;0;0;0.0;4;2;1;0;1;1;1;4;2;1;0.15;0.333333333333333;0.0779897545675743;6;2;1
dibstudent05--2016-09-26--08-16.log-6;0.0759493670886076;0;0;3.266;42.375;0.172;0.0632911392405063;0;0;1.0;3;2;1;2;0;1;1;3;2;1;0.165191740412979;0.388888888888889;0.0779897545675743;7;2;1
dibstudent05--2016-09-26--08-16.log-7;0.10126582278481;10;1;27.687;45.797;0.156;0.0632911392405063;0;1;0.0;3;2;1;2;0;1;1;4;2;1;0.174683931261873;0.444444444444444;0.0779897545675743;8;2;1
dibstudent05--2016-09-26--08-16.log-8;0.10126582278481;9;7;8.531;73.703;0.219;0.0759493670886076;5.71461226355792e-05;1;0.0;4;2;1;1;0;0;0;4;3;1;0.1221117186546;0.5;0.133237954916454;9;2;1
dibstudent05--2016-09-26--08-16.log-9;0.113924050632911;8;2;20.062;82.422;0.188;0.0759493670886076;0;1;0.0;4;3;1;1;0;1;1;5;3;1;0.121326830215234;0.555555555555556;0.133237954916454;10;2;1
dibstudent06--2016-09-25--22-29.log-10;0.0632911392405063;0;0;64.14;399.485;0.25;0;0.00166826132823042;1;0.0;1;0;1;2;0;0;0;2;0;1;0.0275354518943139;0.916666666666667;0.284317364712742;11;68;0
dibstudent06--2016-09-25--22-29.log-9;0.0379746835443038;0;0;10;389.235;0.188;0;9.8297004398791e-05;0;0.0;1;0;1;2;0;0;0;2;0;1;0.0256914203501741;0.833333333333333;0.563524608896845;10;4;0
dibstudent06_08--2016-09-22--10-45.log-10;0.0714285714285714;3;1;5.969;100.078;0.156;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.10991426687184;0.785714285714286;0.185962311044532;11;68;1
dibstudent06_08--2016-09-22--10-45.log-11;0.0714285714285714;2;1;2.187;106.063;0.016;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.11314030340458;0.857142857142857;0.185962311044532;12;68;1
dibstudent06_08--2016-09-22--10-45.log-12;0.0714285714285714;1;1;28.531;108.266;0.016;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.120074631001422;0.928571428571429;0.185962311044532;13;68;1
dibstudent06_08--2016-09-22--10-45.log-13;0.0714285714285714;0;0;0;137.141;0.344;0.0428571428571429;0;1;0.0;3;0;1;1;0;1;0.0588235294117647;3;1;1;0.102084715730526;1;0.297018032441934;14;4;1
dibstudent06_08--2016-09-22--10-45.log-5;0.0285714285714286;0;0;30.828;29.969;0.078;0;0.000114226968987378;1;0.0;1;0;1;1;0;0;0;2;0;1;0.200206880443125;0.428571428571429;0.256519789019576;6;4;1
dibstudent06_08--2016-09-22--10-45.log-6;0.0857142857142857;0;5;4.188;61.281;0.484;0;0.0308045722509756;1;0.0;2;0;1;4;0;0;0;3;0;1;0.114227900980728;0.5;0.168111808377284;7;1113;1
dibstudent06_08--2016-09-22--10-45.log-7;0.0285714285714286;0;0;2.985;65.484;0.015;0;0;0;1.0;2;0;1;4;0;0;0;2;0;1;0.12216724696109;0.571428571428571;0.256519789019576;8;4;1
dibstudent06_08--2016-09-22--10-45.log-8;0.0714285714285714;5;1;23.969;68.844;0.375;0;0.00187850493107544;1;0.0;2;0;1;3;0;0;0;3;0;1;0.130730346871187;0.642857142857143;0.185962311044532;9;68;1
dibstudent06_08--2016-09-22--10-45.log-9;0.0714285714285714;4;1;7.078;92.844;0.031;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.107707552453578;0.714285714285714;0.185962311044532;10;68;1
dibstudent07--2016-09-19--21-11.log-0;0.0428571428571429;10;0;23.592;0.16;0.16;0;0;0;0.0;0;0;0;0;0;0.5;1;2;0;1;1;0.0188679245283019;0.37357824159479;1;10;1
dibstudent07--2016-09-19--21-11.log-1;0.0428571428571429;9;0;10.981;23.879;0.127;0;0;0;0.0;2;0;1;0;0;1;1;2;0;1;0.0837556011558273;0.0377358490566038;0.37357824159479;2;10;1
dibstudent07--2016-09-19--21-11.log-10;0.0428571428571429;0;0;5.134;87.118;0.015;0;0;0;0.0;2;0;1;0;0;1;1;2;0;1;0.126265524920223;0.207547169811321;0.37357824159479;11;10;1
dibstudent07--2016-09-19--21-11.log-13;0.0428571428571429;0;0;74.795;118.585;0.026;0;0;0;0.0;2;0;1;0;1;1;1;2;0;1;0.11805877640511;0.264150943396226;0.37357824159479;14;10;1
dibstudent07--2016-09-19--21-11.log-14;0.0428571428571429;0;0;4.111;193.618;0.238;0;0.00024510404666781;0;0.0;2;0;0;2;0;0;0;2;0;1;0.0774721358551374;0.283018867924528;0;15;10;0
dibstudent07--2016-09-19--21-11.log-15;0.0428571428571429;0;0;3.07;197.748;0.019;0;0;0;0.0;2;0;0;2;0;0;0;2;0;1;0.0809110585189231;0.30188679245283;0.37357824159479;16;10;0
dibstudent07--2016-09-19--21-11.log-19;0.0428571428571429;0;0;2.015;222.761;0.058;0;0;0;0.0;2;0;1;1;0;1;0.5;2;0;1;0.0897823227584721;0.377358490566038;0.50058810616688;20;4;0
dibstudent07--2016-09-19--21-11.log-2;0.0428571428571429;8;0;1.719;34.903;0.043;0;0;0;0.0;2;0;1;0;1;1;1;2;0;1;0.0859524969200355;0.0566037735849057;0.37357824159479;3;10;1
dibstudent07--2016-09-19--21-11.log-20;0.0428571428571429;0;0;36.049;224.797;0.021;0;0;0;0.0;2;0;0;2;0;0;0;2;0;1;0.0934176167831421;0.39622641509434;0.37357824159479;21;10;0
dibstudent07--2016-09-19--21-11.log-21;0.0142857142857143;1;2;8.848;260.906;0.06;0;4.90087970790757e-05;0;0.0;1;0;0;4;0;0;0;1;0;1;0.0843215564226196;0.415094339622642;0.00928394541917288;22;2;0
dibstudent07--2016-09-19--21-11.log-22;0.0142857142857143;0;2;144.076;269.82;0.066;0;0;0;0.0;1;0;1;1;0;0.5;1;1;0;2;0.0852420131939812;0.433962264150943;0.400170738120957;23;4;1
dibstudent07--2016-09-19--21-11.log-23;0.0571428571428571;6;3;4.709;414.331;0.435;0;0.000832455990010528;1;0.0;1;0;2;3;0;0;0;2;0;2;0.057924702713531;0.452830188679245;0.131371612616595;24;68;1
dibstudent07--2016-09-19--21-11.log-24;0.0571428571428571;5;3;31.197;419.124;0.084;0;0;0;0.0;2;0;2;0;1;1;1;2;0;2;0.0596482186655978;0.471698113207547;0.131371612616595;25;68;1
dibstudent07--2016-09-19--21-11.log-25;0.0571428571428571;4;3;2.977;450.386;0.065;0;0;0;0.0;2;0;2;0;1;1;1;2;0;2;0.0577282597594064;0.490566037735849;0.131371612616595;26;68;1
dibstudent07--2016-09-19--21-11.log-26;0.0571428571428571;3;3;57.806;453.429;0.066;0;0;0;0.0;2;0;2;0;1;1;1;2;0;2;0.059546257517715;0.509433962264151;0.131371612616595;27;68;1
dibstudent07--2016-09-19--21-11.log-27;0.0571428571428571;2;0;33.361;511.273;0.038;0.0428571428571429;0;1;0.0;2;0;2;1;0;1;0.0588235294117647;2;1;2;0.0547652623940634;0.528301886792453;0.403469804221413;28;4;1
dibstudent07--2016-09-19--21-11.log-28;0.0571428571428571;1;0;3.462;544.679;0.045;0.0428571428571429;0;0;0.0;2;1;2;0;1;1;1;2;1;2;0.0532423684408615;0.547169811320755;0.403469804221413;29;4;1
dibstudent07--2016-09-19--21-11.log-29;0.0571428571428571;0;0;90.738;570.284;22.143;0.0428571428571429;0.00467893261849641;0;0.0;2;1;2;0;1;0.0204081632653061;1;2;1;2;0.0526053685532121;0.566037735849057;0.134916710616772;30;196;1
dibstudent07--2016-09-19--21-11.log-3;0.0428571428571429;7;0;10.37;36.645;0.023;0;0;0;0.0;2;0;1;0;0;1;1;2;0;1;0.109155410015009;0.0754716981132075;0.37357824159479;4;10;1
dibstudent07--2016-09-19--21-11.log-30;0.0571428571428571;9;6;118.149;661.218;0.196;0.5;0;1;0.0;2;1;2;8;0;1;0.183673469387755;2;9;2;0.046883176199075;0.584905660377358;0.247993167546137;31;36;1
dibstudent07--2016-09-19--21-11.log-31;0.0571428571428571;8;3;14.997;779.831;0.464;0.5;0.000438457603585609;0;0.0;2;9;2;1;0;0.666666666666667;1;2;9;3;0.0410345318408732;0.60377358490566;0.649999604856407;32;54;1
dibstudent07--2016-09-19--21-11.log-32;0.0571428571428571;7;3;11.13;794.887;0.059;0.5;0;0;0.0;2;9;3;0;1;1;1;2;9;3;0.0415153348840779;0.622641509433962;0.649999604856407;33;54;1
dibstudent07--2016-09-19--21-11.log-33;0.0571428571428571;6;4;7.345;806.07;0.053;0.5;0;0;0.0;2;9;2;1;0;1;0.666666666666667;2;9;2;0.0421799595568623;0.641509433962264;0.247993167546137;34;36;1
dibstudent07--2016-09-19--21-11.log-34;0.0571428571428571;5;2;3.686;813.829;0.414;0.5;0;0;0.0;2;9;2;1;0;0.666666666666667;1;2;9;3;0.0430065775488463;0.660377358490566;0.649999604856407;35;54;1
dibstudent07--2016-09-19--21-11.log-36;0.0571428571428571;3;3;5.802;824.916;0.037;0.5;0;0;0.0;2;9;2;0;1;1;1;2;9;2;0.0448530517046584;0.69811320754717;0.247993167546137;37;36;1
dibstudent07--2016-09-19--21-11.log-4;0.0428571428571429;6;0;3.593;47.037;0.022;0;0;0;0.0;2;0;1;0;1;1;1;2;0;1;0.106299296298659;0.0943396226415094;0.37357824159479;5;10;1
dibstudent07--2016-09-19--21-11.log-40;0.0571428571428571;0;0;60.747;933.14;0.085;0.1;0;0;1.0;2;2;3;7;0;1;0.222222222222222;2;2;3;0.0439376728036522;0.773584905660377;0.573433740052944;41;12;1
dibstudent07--2016-09-19--21-11.log-41;0.0857142857142857;7;3;251.025;994.573;0.686;0.1;0.00124075515764889;1;0.0;2;2;3;2;0;0;0;3;2;3;0.0422291777476364;0.792452830188679;0.451197836284382;42;51;1
dibstudent07--2016-09-19--21-11.log-42;0.0857142857142857;6;3;4.018;1245.84;0.242;0.1;0;0;0.0;3;2;3;0;1;1;1;3;2;3;0.0345148654722918;0.811320754716981;0.451197836284382;43;51;1
dibstudent07--2016-09-19--21-11.log-43;0.0857142857142857;5;3;8.85;1250.096;0.238;0.1;0;0;0.0;3;2;3;0;1;1;1;3;2;3;0.0351972968476021;0.830188679245283;0.451197836284382;44;51;1
dibstudent07--2016-09-19--21-11.log-44;0.0857142857142857;4;3;6.818;1259.165;0.219;0.1;0;0;0.0;3;2;3;0;1;1;1;3;2;3;0.0357379692097541;0.849056603773585;0.451197836284382;45;51;1
dibstudent07--2016-09-19--21-11.log-45;0.1;3;1;13.27;1266.221;0.238;0.1;0;1;0.0;2;2;3;1;0;1;1;3;2;3;0.0363285713947249;0.867924528301887;0.451197836284382;46;51;1
dibstudent07--2016-09-19--21-11.log-46;0.1;2;1;12.442;1279.709;0.218;0.1;0;0;0.0;3;2;3;0;1;1;1;3;2;3;0.0367270996765671;0.886792452830189;0.451197836284382;47;51;1
dibstudent07--2016-09-19--21-11.log-47;0.1;1;1;6.36;1292.4;0.249;0.1;0;0;0.0;3;2;3;0;1;1;1;3;2;3;0.0371402042711235;0.905660377358491;0.451197836284382;48;51;1
dibstudent07--2016-09-19--21-11.log-49;0.0428571428571429;0;0;10.681;1306.102;0.202;0;0.000389105058365759;0;1.0;2;0;3;5;0;0;0;2;0;3;0.0382818493502039;0.943396226415094;0.443285426050428;50;28;0
dibstudent07--2016-09-19--21-11.log-5;0.0428571428571429;5;0;1.88;50.714;0.084;0;0;0;0.0;2;0;1;0;0;1;1;2;0;1;0.118310525693103;0.113207547169811;0.37357824159479;6;10;1
dibstudent07--2016-09-19--21-11.log-6;0.0428571428571429;4;0;6.216;52.61;0.016;0;0;0;0.0;2;0;1;0;0;1;1;2;0;1;0.13305455236647;0.132075471698113;0.37357824159479;7;10;1
dibstudent07--2016-09-19--21-11.log-7;0.0428571428571429;3;0;21.659;58.842;0.016;0;0;0;0.0;2;0;1;0;1;1;1;2;0;1;0.135957309404847;0.150943396226415;0.37357824159479;8;10;1
dibstudent07--2016-09-19--21-11.log-8;0.0428571428571429;2;0;3.149;80.545;0.044;0;0;0;0.0;2;0;1;0;0;1;1;2;0;1;0.111738779564219;0.169811320754717;0.37357824159479;9;10;1
dibstudent07--2016-09-19--21-11.log-9;0.0428571428571429;1;0;3.379;83.724;0.03;0;0;0;0.0;2;0;1;0;1;1;1;2;0;1;0.119440064975395;0.188679245283019;0.37357824159479;10;10;1
dibstudent07--2016-09-24--22-42.log-14;0.0350877192982456;2;1;1.375;451;0.079;0;0;0;0.0;2;0;1;0;1;1;1;2;0;1;0.0332594235033259;0.319148936170213;0.0164584179397251;15;18;1
dibstudent07--2016-09-24--22-42.log-15;0.0350877192982456;1;1;34.485;452.468;0.093;0;0;0;0.0;2;0;1;0;1;1;1;2;0;1;0.035361616733117;0.340425531914894;0.0164584179397251;16;18;1
dibstudent07--2016-09-24--22-42.log-18;0.0175438596491228;0;0;7.657;523.046;0.015;0;0;0;0.0;1;0;1;0;1;1;1;1;0;1;0.0363256769003109;0.404255319148936;0.0322599958495339;19;5;1
dibstudent07--2016-09-24--22-42.log-19;0.0175438596491228;1;0;34.141;530.718;0.015;0.0701754385964912;0;1;0.0;1;0;1;4;0;1;0.8;1;4;1;0.0376847968224179;0.425531914893617;0.0405865912423413;20;4;1
dibstudent07--2016-09-24--22-42.log-20;0.0175438596491228;0;0;51.484;564.875;0.016;0.0701754385964912;0;0;0.0;1;4;1;0;1;1;1;1;4;1;0.037176366452755;0.446808510638298;0.0405865912423413;21;4;1
dibstudent07--2016-09-24--22-42.log-21;0.0175438596491228;10;7;67.812;616.406;0.047;0;9.54726852647458e-05;0;0.0;0;0;1;6;0;0;0;1;0;1;0.0356907622573434;0.468085106382979;0.020856074399933;22;5;0
dibstudent07--2016-09-24--22-42.log-22;0.0350877192982456;9;2;22.438;684.343;0.125;0;0.000248167379352474;1;0.0;1;0;1;1;0;0;0;2;0;1;0.0336088774196565;0.48936170212766;0.00980442418328464;23;13;0
dibstudent07--2016-09-24--22-42.log-24;0.0175438596491228;7;3;13.078;716.812;0;0;7.63358778625954e-05;0;1.0;1;0;2;1;0;0;0;1;0;2;0.0348766482703973;0.531914893617021;0.187863548226901;25;9;0
dibstudent07--2016-09-24--22-42.log-25;0.0175438596491228;6;5;3.797;729.906;0.016;0;0;0;0.0;1;0;1;1;0;1;0.555555555555556;1;0;1;0.0356210251731045;0.553191489361702;0.020856074399933;26;5;0
